,comp_name,job_location,job_summary,job_title,listed_job_salary,salary_estimated
565,Belkin,"Torrance, CA",Create and deliver custom data analytics packages in collaboration with Phyn technologists and data scientists that are tailored for specific customer and...,"Senior Director, Analytics Strategy and Business Development",,60000.0
566,Collective Health,"San Francisco, CA","With a team of healthcare experts, engineers, data scientists and designers – think of us as a smart replacement to your traditional health insurance carrier....",QA Engineer (Web Applications),,60000.0
567,DiaSorin Molecular,"Cypress, CA 90630",Works on complex problems where analysis of situations or data requires an in-depth evaluation of various factors....,Molecular Dx Scientist Manufacturing,,60000.0
568,LT,"Los Angeles, CA",Our data team consists of two data analysts and 3 data scientists. The ideal candidate for this Senior Data Scientist position will have 5 years of experience...,Senior Data Scientist,"$100,000 - $180,000 a year",60000.0
569,"Amyris, Inc.","Emeryville, CA","Experience using statistical packages, data visualization tools, and scripting languages for data manipulation, analysis, mining, and process improvement....","Associate Scientist, High Throughput Screening and Experimental Design",,60000.0
570,Inscopix,"Palo Alto, CA 94303 (Duveneck-Saint Francis area)",NVista was selected by The Scientist as the #1 Innovation of 2013 and has been covered in top scientific journals and media outlets....,Field Scientific Consultant - EMEA,,60000.0
571,Inscopix,"Palo Alto, CA 94303 (Duveneck-Saint Francis area)",NVista was selected by The Scientist as the #1 Innovation of 2013 and has been covered in top scientific journals and media outlets....,Field Scientific Consultant - North America-West,,60000.0
572,Inscopix,"Palo Alto, CA 94303 (Duveneck-Saint Francis area)",NVista was selected by The Scientist as the #1 Innovation of 2013 and has been covered in top scientific journals and media outlets....,Field Scientific Consultant - Japan,,60000.0
573,Genentech,"South San Francisco, CA","Further bolstered by the collegial postdoctoral fellows program at Genentech, this creates an exciting environment for the engaged and productive scientist....","Postdoctoral Research Fellow, Seth Harris lab, Genentech Research",,60000.0
574,Pilot AI,"Redwood City, CA","An understanding of adaptive data structures such as KD trees, etc. As a Research Scientist on the computer vision team, you will be helping to build the...","Research Scientist, Computer Vision",,60000.0
575,"Samsung Semiconductor, Inc.","San Jose, CA","Provide clear documentation on the data requirements, data architecture, schema and database design. Big Data Engineer , Digital Health Team....","Big Data Engineer, Digital Health Team",,60000.0
576,Amgen,"Thousand Oaks, CA 91320","3+ years of healthcare industry experience focused on analytics, data science, reporting or data management....",Specialist IS Business Analyst – Operations Information Systems,,60000.0
577,BCG Digital Ventures,"Manhattan Beach, CA","Proven track record of hiring, managing, and working with multi-disciplinary teams (Engineers, data scientist, developers, designers etc.)....",Head of DevOps,,60000.0
578,Gladstone Institutes,"San Francisco, CA 94158 (South Of Market area)","You will be working with a variety of data types generated by various platforms and technologies (eg, Bulk RNA-seq and DNA-seq, Single-cell sequencing, ChIP-seq...",Bioinformatician/Statistician- Expression (Staff Research Scientist),,60000.0
579,Kaiser Permanente,"Burbank, CA","Some knowledge of data analysis software. Perform simple to moderately complex data analysis and manages & constructs databases (running cross tab analysis,...",Sr Analyst National Market Research,,60000.0
580,Amgen,"South San Francisco, CA 94080","Ability to work independently in experimental planning, design, execution, optimization, data analysis, interpretation and communication....",Associate Scientist - Immunology,,60000.0
581,Parker Institute for Cancer Immunotherapy,"San Francisco, CA","S/he will be integrally involved in ensuring quality data collection, data cleaning and data interpretation....",Clinical Scientist,,60000.0
582,"University of California, Davis","Davis, CA","Upgrade software and hardware for existing data acquisition/system/data maintenance; Experience preparing written data summaries, writing manuscripts for...",RDC CORE SERVICES - STAFF RESEARCH ASSOCIATE,"$4,328 - $6,960 a month",60000.0
583,Tencent America LLC,"Palo Alto, CA",Are you passionate about Market Research? Do you love Online Games? Do you want to combine them during an unprecedented time inthe gaming industry? We seek...,Senior Market Research Analyst,,60000.0
584,Dexcom,"San Diego, CA","Analyze experimental data and develop conclusions. Working as a member of a technology team, you will collaborate and communicate with other engineers and...",Test Development Engineer 2,,60000.0
585,Sustainable Recruitment Concepts,"Berkeley, CA","Experience implementing machine learning pipelines, including data cleaning, feature selection, and performance testing on real data....",MACHINE LEARNING SCIENTIST,,60000.0
586,Kaiser Permanente,"Burbank, CA","Some knowledge of data analysis software. Perform simple to moderately complex data analysis and manages & constructs databases (running cross tab analysis,...",Sr Analyst National Market Research,,60000.0
587,"University of California, Davis","Davis, CA","Upgrade software and hardware for existing data acquisition/system/data maintenance; Experience preparing written data summaries, writing manuscripts for...",RDC CORE SERVICES - STAFF RESEARCH ASSOCIATE,"$4,328 - $6,960 a month",60000.0
588,Amgen,"Thousand Oaks, CA 91320","This Role is responsible for: - Supporting the development, execution and communication of the global scientific/medical evidence plan - Supporting cross...",Sr Medical Scientist,,60000.0
589,Xencor,"Monrovia, CA 91016",Experience in graphing data for technical documents highly desired (e.g. Manage contributing scientist teams in the generation of Research Technical Reports...,"Technical Writer, Preclinical Sciences",,60000.0
590,Tencent America LLC,"Palo Alto, CA",Are you passionate about Market Research? Do you love Online Games? Do you want to combine them during an unprecedented time inthe gaming industry? We seek...,Senior Market Research Analyst,,60000.0
591,JE Group of Companies,"Rancho Cucamonga, CA 91739",Conducting site visits at client facilities to collect and review data for evaluations and reports. JECSI is a mid-sized company of environmental consultants...,Environmental Specialist (Mid level),"$55,000 - $65,000 a year",60000.0
592,Teradata,"Santa Clara, CA","Work with a group of Machine Learning engineers, data scientists and product management. With a powerful combination of Industry expertise and leading hybrid...",Senior Artificial Intelligence Product Engineer,,60000.0
593,Jobspring Partners,"San Jose, CA 95113 (Downtown area)",Conduct exploratory data analysis in high dimensions. Lead investigations into multiple streams of product data....,Machine Learning Engineer,"$140,000 - $180,000 a year",60000.0
594,Illumina,"San Diego, CA 92101","As a Scientist 1 at Illumina, you will support innovative product development and on market product enhancements through the application of scientific...","Scientist 1, Array Assay Development",,60000.0
595,Intellipro Group Inc.,"Santa Clara, CA",Experience with big data platform such as Hadoop. We are looking for exceptional self-motivated research scientists with strong forecasting experience to join...,Staff Research Scientist - Forecasting / JDY Team,,60000.0
596,Ignyta,"San Diego, CA 92121",Data management plans; Electronic data entry screens; Review and provide input on documents produced by other Data Science functions such as:....,Temporary Senior Statistical Analyst,,60000.0
597,Walmart eCommerce,"San Bruno, CA 94066","Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and...",Business Management Analyst,,60000.0
598,Payette Group,"Palo Alto, CA","Machine Learning and AI Team Candidates should have the following skills: Experience in machine learning or a related domain, and understanding of basic...",Machine Learning Engineer,,60000.0
599,Tetra Tech,"Santa Barbara, CA 93110","Experience with geologic, engineering, scientific, or general environmental projects and data interpretation....",Environmental Engineer/Geologist/Scientist,,60000.0
600,Jobspring Partners,"San Jose, CA 95113 (Downtown area)","With a combination of data analysis, machine learning, and artificial intelligence, this company has truly made a name for itself within its industry....",Mid-Level Machine Learning Engineer (AI Startup),"$140,000 - $165,000 a year",60000.0
601,Oculus VR,"Menlo Park, CA","Implement software optimization techniques to speed bulk data collection, image/data processing, and nonlinear solvers....",Automation Software Engineer,,60000.0
602,ERM,"Ontario, CA 91761",Experience recording/writing detailed technical data and reports a plus. Compile and evaluate data and assist in report preparation....,Environmental Engineer/Geologist/Scientist (Ontario),,60000.0
603,Teradata,"Santa Clara, CA","Collaborate with data scientists and practitioners to ensure product usability. The candidate will work with data scientists, analytic functions developers, and...",Senior Analytics Clients Software Developer,,60000.0
604,Harnham,"San Francisco, CA","Manager, Applied Data Science & Machine Learning. Lead a team of Scientists and Engineers in their mission to build impactful, data-driven products....","Manager, Applied Data Science & Machine Learning","$250,000 a year",60000.0
605,Pfenex Inc.,"San Diego, CA 92121","The Senior Scientist, Analytical Sciences (Quality Liaison) reports directly to the Sr. Managing analytical lab activities including sample accessioning and...","Senior Scientist, Analytical Sciences (Quality Liaison)",,60000.0
606,Terracon,"Tustin, CA","Ability to make recommendations for conceptual designs based on technical data. Experienced in evaluating, and synthesizing complex laboratory and field data,...",Senior Environmental Scientist-CAC,,60000.0
607,Applied Materials Inc.,"Santa Clara, CA","Analyze data, monitor and oversee experimental processes. Carry out all activities, including troubleshooting and resolving routine problems for scientist or...",TEM Engineer III - (E3),,60000.0
608,J.D. Power,"Westlake Village, CA","Our scientists, Ph.D. Power into a modern digital and data analytics company, and as such, the marketing department will have a critical role in re-shaping our...",VP - Marketing,,60000.0
609,Coherus BioSciences,"Camarillo, CA","Proficient in Microsoft Excel, PRIZM, and/or other statistical tools to critically analyze data. Expectations will also include routine biacore instrument...",Scientist/Senior Scientist,,60000.0
610,Workbridge Associates,"Palo Alto, CA",This top research facility based out of Palo Alto needs a Senior Data Scientist to join their team of PHD's and Research Scientists....,Senior Data Scientist,"$130,000 - $195,000 a year",60000.0
611,Stanford University,"Stanford, CA 94305","The department is one of the premier systems biology departments in the country, attracting stellar graduate students and fellows who advance to positions as...",Director of Finance and Administration,,60000.0
612,Wargaming.net,"Emeryville, CA","Communicate with other analysts, data scientists, and stakeholders on processes and analysis methods. Ability to effectively convey analysis and statistics via...","Senior Business Analyst, World of Warships",,60000.0
613,Walmart eCommerce,"San Bruno, CA 94066","Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and...","Site Merchandiser, Grocery",,60000.0
614,USC,"Marina del Rey, CA","Information Sciences Institute seeks applicants for a senior computer scientist position. Apply technical and domain specific knowledge to design, develop,...",Senior Computer Scientist,,60000.0
615,Slice Technologies & Unroll.me,"San Mateo, CA",Lead a small team of rock-star data scientists and data engineers to research and develop machine learning algorithms that perform and scale on massive sets of...,Machine Learning Technical Lead Manager,,60000.0
616,Kleinfelder,"San Diego, CA","Prepare daily reports and data sheets, and. We are engineers, scientists, and construction professionals providing solutions that improve our clients’...",Special Inspectors / Field Technicians,,60000.0
617,Audentes Therapeutics,"South San Francisco, CA 94080","Collect and evaluate data; Consult with scientific literature and other scientists as needed to better understand scientific experiments and problems, and come...",Research Associate – Molecular Biology - CONTRACT,,60000.0
618,10x Genomics,"Pleasanton, CA 94566",Interpret data and develop methods for data analysis. Scientist/Senior Scientist – Product Development. Experience in the analysis and interpretation of complex...,Scientist/Senior Scientist - Product Development,,60000.0
619,Stanford University,"Stanford, CA 94305","Skilled in descriptive analysis, modeling of data, and graphic interfaces. The mission of the QSU is to facilitate cutting-edge scientific studies initiated by...",Senior Biostatistician,,60000.0
620,AB Sciex Pte,"Redwood City, CA","Data searching, mining and visualization capabilities. Experience working autonomously on diverse parts of applications (UI, data model, etc.)....",Algorithm Analyst and Developer,,60000.0
621,10x Genomics,"Pleasanton, CA 94566","Accurate analysis of performance and test data, and establish a correlation against product requirements. 10x Genomics is looking for an outstanding individual...","Senior Scientist, Reagent Process Development",,60000.0
622,Retrophin,"San Diego, CA 92130","Performs high-level quality review of assay results and study reports, gaining insight to their implications or interpretations to ensure technical or...","Senior Scientist, Bioanalysis",,60000.0
623,Jobspring Partners,"San Jose, CA 95113 (Downtown area)","With a combination of data analysis, machine learning, and artificial intelligence, this company has truly made a name for itself within its industry....",Mid-Level Machine Learning Engineer (AI Startup),"$140,000 - $165,000 a year",60000.0
624,Chan Zuckerberg Biohub,"Stanford, CA","Apply scientific software to assemble and analyze data. Initiate projects by determining tasks to be done, identify individuals needed, coordinate meetings, and...",Lab Manager,,60000.0
625,Pacific Investment Management Company LLC,"Newport Beach, CA 92660","PIMCO is a global investment solutions provider with more than 2,300 dedicated professionals in 12 countries focused on a single mission: to manage risks and...","Environmental, Social & Governance (ESG) Research Analyst",,60000.0
626,Amgen,"Thousand Oaks, CA 91320","Managing Center scientists in the product and/or therapeutic area. This role within an Observational Research TA, the International Observational Research Group...",Observational Research Senior Manager,,60000.0
627,Intellipro Group Inc.,"Santa Clara, CA","Perform analysis of online retailer product data, transforming product data to. Responsible for ensuring the technical direction of Datacenter Operating System....","Senior Architect / Scientist, Technical Infrastructure Division",,60000.0
628,"Bumble Bee Foods, LLC","San Diego, CA","Strong Excel and data management skills. Enter employee data in the HR system, as well as all benefit systems....",Human Resources Generalist,,60000.0
629,Bruker,"Santa Barbara, CA",You will be responsible for working closely with scientists and engineers in advancing the state-of-the art nanoscale systems technology by architecting and...,Software Development Engineer V,,60000.0
630,Runx1,"Palo Alto, CA","Manage and maintain all current and future infrastructure resources, such as a registry and tissue bank, cell line bank, and genetic data repository....",Executive Director,,60000.0
631,Harnham,"San Francisco, CA","ROLE OVERVIEW - SENIOR DATA SCIENTIST, TECHNICAL LEAD. Senior Data Scientist, Technical Lead - Leading Networking Organization....",Senior Data Scientist - Technical Lead,$640 a day,60000.0
632,Amgen,"South San Francisco, CA 94080","Direct a team of Scientists and Associates tasked with prosecuting new drug targets. Critically analyze and interpret data, define realistic timelines for...",Principal Scientist - CardioMetabolic Disorders,,60000.0
633,Demandbase,"San Francisco, CA","Work with a world class team of engineers, PMs, data scientists, sales and marketers. It leverages unique B2B data sets, Artificial Intelligence and IP...","Director, Marketing Operations",,60000.0
634,Amgen,"Thousand Oaks, CA 91320","Provide advanced immunogenicity data analysis and interpretation, and assess impact of data on the project and make recommendations....",Senior Scientist,,60000.0
635,JD Power and Associates,"Westlake Village, CA","Our scientists, Ph.D. Power into a modern digital and data analytics company, and as such, the marketing department will have a critical role in re-shaping our...",VP - Marketing,,60000.0
636,C3 IoT,"Redwood City, CA","Lead high-performing C3 IoT teams including data scientists, forward deployed technical architects and solutions engineers, and product managers in the delivery...",Forward Deployed Solutions Leader,,60000.0
637,LabCorp,"San Diego, CA",The Clinical Laboratory Scientist is responsible for the production of medical diagnostic testing in a clinical laboratory....,Clinical Laboratory Scientist,,60000.0
638,Los Angeles County Department of Human Resources,"Los Angeles, CA","Enters test results, quality control and improvement data. Six (6) months experience as a Clinical Laboratory Scientist in an approved laboratory*....",CLINICAL LABORATORY SCIENTIST I (Blood Bank),"$7,046 a month",60000.0
639,LabCorp,"San Diego, CA","The Senior Clinical Laboratory Scientist ensures that complex molecular diagnostic assays and systems are performed under appropriate state, CLIA, CAP...",Sr. Clinical Laboratory Scientist - Sequenom,,60000.0
640,Instacart,"San Francisco, CA","You will create tools for software engineers, data scientists, and data analysts to easily run their production (and staging) services....","Senior Software Engineer, Infrastructure",,60000.0
641,Clontech,"Mountain View, CA",Build and lead a team of bioinformatics scientists developing varied tools for NGS data analysis capable of serving both internal R&D efforts as well as the...,"Associate Director, Bioinformatics",,60000.0
642,The Camstoll Group,"Los Angeles, CA","Utilizing proprietary open-source research methods, network analysis, and data analytics, we generate insights into today's most complex policy, regulatory, and...",Spanish Speaking Open Source Research Analyst,,60000.0
643,BP,"San Diego, CA","Ability to plan and organize resources, design and execute experiments/programs independently, and interpret data from multiple sources....",Biosciences Center Enzymologist,,60000.0
644,A9.com,"Palo Alto, CA","You will work cross-functionally with product managers, data scientists , marketing managers, a nd software development teams....",Senior Search Editor,,60000.0
645,Prometheus Laboratories Inc.,"San Diego, CA 92121",Data entry and Microsoft office skills strongly preferred. May perform direct observation for competency assessment (including pipette competency assessment) of...,Sr. Clinical Laboratory Scientist,,60000.0
646,The Aerospace Corporation,"El Segundo, CA 90245","Monitor huge volumes of intelligence data and assessments, become an expert. An interest in or aptitude for performing systems level analyses with sparse and/or...",Launch Systems Analyst,,60000.0
647,LT,"Los Angeles, CA",Our data team consists of three data analysts and three data scientists. Develop highly scalable real-time data....,Senior Data Engineer,"$100,000 - $180,000 a year",60000.0
648,Los Angeles County Department of Human Resources,"Los Angeles, CA","Enters test results, quality control and improvement data. Six (6) months experience as a Clinical Laboratory Scientist in an approved laboratory*....",CLINICAL LABORATORY SCIENTIST I (Blood Bank),"$7,046 a month",60000.0
649,Los Angeles County Department of Human Resources,"Los Angeles, CA","Enters test results, quality control and improvement data. Clinical Laboratory Scientist license issued by the State of California Deparment of Health Services....",CLINICAL LABORATORY SCIENTIST I (North County),"$5,988 - $6,322 a month",60000.0
650,Prometheus Laboratories Inc.,"San Diego, CA 92121",Data entry and Microsoft office skills strongly preferred. May perform direct observation for competency assessment (including pipette competency assessment) of...,Sr. Clinical Laboratory Scientist,,60000.0
651,Axius Technologies,"Pleasanton, CA",Senior Data Scientist. Ability to communicate with business and drive end to end ownership of Data Science projects. Advanced Machine learning....,Senior Data Scientist,,60000.0
652,The Camstoll Group,"Los Angeles, CA","Utilizing proprietary open-source research methods, network analysis, and data analytics, we generate insights into today's most complex policy, regulatory, and...",Spanish Speaking Open Source Research Analyst,,60000.0
653,Nuna,"San Francisco, CA","Data processing, data warehousing, data visualization, data analytics, or enterprise web applications. Prior experience with healthcare data....",Senior Project Manager,,60000.0
654,Coherus BioSciences,"Camarillo, CA","Proficient in Microsoft Excel, PRIZM, and/or other statistical tools to critically analyze data. Expectations will also include routine biacore instrument...",Scientist/Senior Scientist,,60000.0
655,Opendoor,"San Francisco, CA",Experience collaborating with data scientists and engineers. Work with and inspire a world class data science team....,Product Manager - Pricing,,60000.0
656,J.D. Power,"Westlake Village, CA","Our scientists, Ph.D. Power into a modern digital and data analytics company, and as such, the marketing department will have a critical role in re-shaping our...",VP - Marketing,,60000.0
657,Walmart eCommerce,"Sunnyvale, CA","Big Data solutions such as Cassandra, Spark, Kafka, Elastic Search and Solr. Data scientists, front and back-end engineers, product managers, and web and UX/UI...",Staff Software Engineer,,60000.0
658,Tinder,"West Hollywood, CA","We’re a cross-functional team of highly motivated engineers, data scientists, product managers, marketers, and designers....",Senior Backend Engineer - Growth,,60000.0
659,HP Ingredients,"Los Angeles, CA","Able to understand and explain scientific research data to product development scientists. HP Ingredients is a fast-growing, innovative nutraceutical company of...",West Coast Nutraceutical Sales Rep Business Development Manager,,60000.0
660,Medtronic,"Santa Ana, CA","Engineers and Scientists create our market-leading portfolio of innovations. The individual in this position will provide problem solving, materials laboratory...",Senior R and D Engineer,,60000.0
661,Clinovo,"San Francisco Bay Area, CA","CRFs, Data Management Plan, SAPs, etc.). Develop software systems to generate displays of clinical study data as tables, listings, and graphs for electronic...",SAS Statistical Manager,,60000.0
662,Ascent Services Group,"San Diego, CA 92109","Research Scientist, Bioinformatics. Expertise in analysis of human next-generation sequencing data and knowledge of best practices....","Research Scientist, Bioinformatics",,60000.0
663,The Aerospace Corporation,"El Segundo, CA 90245",Verify electrical circuit simulation results match test data. Our state-of-the-art laboratory facilities are staffed by some of the leading scientists in the...,Associate Digital Engineer,,60000.0
664,Amgen,"South San Francisco, CA 94080","Responsible for the scientific design and implementation of protocols and experimental plans of approved safety biomarker projects, and accountable for high...",Senior Associate Scientist - Safety Biomarkers,,60000.0
665,The Aerospace Corporation,"El Segundo, CA 90245","Machine learning, data mining). Familiarity with modern data analytics (e.g. Our state-of-the-art laboratory facilities are staffed by some of the leading...",Software Systems Assurance Specialist,,60000.0
666,Grifols,"Los Angeles, CA 90012","Ensures quality control of data. Incumbent is a vital communication link between the Data Safety Coordinators, Scientist and Management, along with performing...",Pharmacovigilance Case Manager,,60000.0
667,The Aerospace Corporation,"El Segundo, CA 90245","Machine learning, data mining). Familiarity with modern data analytics (e.g. Our state-of-the-art laboratory facilities are staffed by some of the leading...",Software Systems Assurance Specialist,,60000.0
668,Mustang Bio,"Los Angeles, CA","Build up and lead a group of scientists to perform analytical method development/optimization, qualification/validation under cGMP....",Head of Analytical Development CAR-T Cell Therapy,,60000.0
669,American Committee for the Weizmann Institute of S...,California,"With Institute scientists; Sciences, the Institute is home to 3,800 scientists, students,. Weizmann Institute scientists in the search for answers to the most....",Director of Development,,60000.0
670,The Aerospace Corporation,"El Segundo, CA 90245",Data sharing forums; Our state-of-the-art laboratory facilities are staffed by some of the leading scientists in the world....,Parts / Components Engineer,,60000.0
671,Amgen,"South San Francisco, CA 94080","Perform meta-analysis using literature data. The Scientist will serve as a PK/PD modeler (ie, pharmacometrican) to support Amgen Development and Translational...","Scientist-Clinical Pharmacology, Modeling and Simulation",,60000.0
672,San Joaquin County,"French Camp, CA",Interpret test data and draw logical conclusions; This examination is being given to fill two full-time vacancies in the Laboratory Department at San Joaquin...,Clinical Laboratory Technologist II - SJGH (Full-time),"$6,720 - $8,171 a month",60000.0
673,eBay Inc.,"San Jose, CA","Analyze usage data, customer research, and marketing research to understand and drive new features & improvements *....",Sr. Product Manager - Selling Experience,,60000.0
674,Quora,"Mountain View, CA","Partner with other teams such as Data, Design and Product to collaborate on projects across the company. We are looking for an experienced Machine Learning...",Engineering Manager - Machine Learning,,60000.0
675,Netflix,"Los Gatos, CA","We partner with content, personalization, product, design and data scientists to deliver great experiences and successfully launch our hit shows....",Senior User Interface Engineer - Originals UI,,60000.0
676,Silver Key,"Mountain View, CA",Youll tune the algorithms developed by our data scientists to perform at the highest levels of scale and availability and may also develop the data ingestion...,Systems Engineer,,60000.0
677,Marine Mammal Center,"Sausalito, CA 94965",Analyze data and publish results in peer-reviewed scientific journals. By collaborating with leading scientists and researchers to learn from the patients in...,"Hospital Director, Ke Kai Ola",,60000.0
678,Baidu USA,"Sunnyvale, CA 94089","O high performance data processing pipeline,. Work with world-class talented group of software engineers and scientists on cutting edge autonomous driving...","Sr. Software Engineer, Heterogeneous Computing",,60000.0
679,Lighthouse Recruiting,"Irvine, CA 92618","Reviews drug confirmation data from the laboratory, compares with the initial screening data for accuracy, and release the results....",Certifying Scientist / Toxicology CLS,"$60,000 - $90,000 a year",60000.0
680,Amgen,"South San Francisco, CA 94080","Specific responsibilities include planning and performing laboratory experiments, analyzing data, and communicating results....",Senior Associate Scientist - Immuno-oncology,,60000.0
681,Walmart eCommerce,"Sunnyvale, CA","Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and...","Senior Technical Program Manager, Vudu",,60000.0
682,The Aerospace Corporation,"El Segundo, CA 90245","Experience in adhering to Aerospace Ourspace requirements for data review, reports publication, network and data management....",Executive Assistant to EVP,,60000.0
683,Harnham,"Los Angeles, CA","Lead Data Scientist. YOUR ROLE AS SENIOR DATA SCIENTIST:. Perform in-depth technical analysis of client data sets, utilizing Machine Learning and Statistical...",Lead Data Scientist,"$180,000 a year",60000.0
684,Tinder,"Palo Alto, CA","We’re a cross-functional team of highly motivated engineers, data scientists, product managers, marketers, and designers....",Senior Backend Engineer - Growth,,60000.0
685,AVALON,"Camarillo, CA","This includes planning and conducting experiments, recording and analysing data, and presenting results to internal and external audiences....",Research & Development Manager,,60000.0
686,Walmart eCommerce,"San Bruno, CA 94066","Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and...",Senior Business Development Manager-Home,,60000.0
687,Genentech,"South San Francisco, CA","The candidate must demonstrate proven ability to evaluate, interpret and present complex scientific data....","Clinical Scientist / Clinical Science Associate, Polatuzumab",,60000.0
688,Universities Space Research Association,"Palmdale, CA","Ability to define problems, collect data, establish facts, and draw valid conclusions. In lead-up to science flights, the MD is in close communication and...",Mission Director,,60000.0
689,Natera,"Redwood City, CA","Analyze usage data and traffic patterns. The Natera team consists of highly dedicated statisticians, geneticists, doctors, laboratory scientists, business...",User Experience Designer,,60000.0
690,Silver Key,"Mountain View, CA",Youll tune the algorithms developed by our data scientists to perform at the highest levels of scale and availability and may also develop the data ingestion...,Systems Engineer,,60000.0
691,"Qubole, Inc.","Santa Clara, CA 95053",Host an office hours for analysts or data scientists. Work with data engineers and scientists to help them debug/tune PetaByte scale data problems using...,Customer Success Engineer,,60000.0
692,SCIEX,"Redwood City, CA","Data searching, mining and visualization capabilities. Experience working autonomously on diverse parts of applications (UI, data model, etc.)....",Senior Software Developer,,60000.0
693,Lighthouse Recruiting,"Irvine, CA 92618","Reviews drug confirmation data from the laboratory, compares with the initial screening data for accuracy, and release the results....",Certifying Scientist / Toxicology CLS,"$60,000 - $90,000 a year",60000.0
694,HDR,"Folsom, CA 95630","We create an unshakable foundation for progress because our multidisciplinary teams also include scientists, economists, builders, analysts and artists....",Senior I&C Programmer/ Engineer,,60000.0
695,Eastridge Workforce Solutions,"San Diego, CA","Machine learning, AI, Statistical Modeling, Data Mining in high dimensional data. Perform datamining on high-dimensional data....",Bioinformatics Scientist,,60000.0
696,Lawrence Livermore National Laboratory (LLNL),"Livermore, CA 94550","Setup, perform testing, and acquire displacement, load, stress, and strain data for mechanical testing experiments using computer based data acquisition systems...",Mechanics of Materials Sr. Mechanical Technologist,,60000.0
697,TeleSign,"Marina del Rey, CA","Big data, data science or data analytics experience preferred. Experience applying machine learning algorithms to solving real world problems by working closely...",Product Manager,,60000.0
698,Human Longevity,"San Diego, CA","Experience with large data sets a plus. Is looking for a Software Engineer to perform the high quality transfer, management, and delivery of complex data (Big...",Sr. Software Engineer,,60000.0
699,CDK Global,"Waterloo, CA","From data scientists to sales and client service experts, we’re hiring to support your growth and ours - Green light your career....",Software Engineer II,,60000.0
700,Harnham,"Los Angeles, CA","Lead Data Scientist. YOUR ROLE AS SENIOR DATA SCIENTIST:. Perform in-depth technical analysis of client data sets, utilizing Machine Learning and Statistical...",Lead Data Scientist,"$180,000 a year",60000.0
701,Sangamo Therapeutics,"Richmond, CA 94804","Your responsibilities will include partnering with scientists and research project teams to identify new targets, screen for lead therapeutic candidates,...","Associate Director, Discovery and Translational Research",,60000.0
702,Achaogen,"South San Francisco, CA 94080","With a focused strategy that leverages the passion and talent of our scientists, we have established specialized research and development capabilities in...","Senior Scientific Manager, Assay Development and Screening Core (ADSC)",,60000.0
703,HDR,"Folsom, CA 95630","We create an unshakable foundation for progress because our multidisciplinary teams also include scientists, economists, builders, analysts and artists....",Senior I&C Programmer/ Engineer,,60000.0
704,Beckman Coulter - Diagnostics,"Brea, CA",Scientists use our life science research instruments to study complex biological problems including causes of disease and potential new therapies or drugs....,VP Financial Planning and Analysis,,60000.0
705,Sangamo Therapeutics,"Richmond, CA 94804","Your responsibilities will include partnering with scientists and research project teams to identify new targets, screen for lead therapeutic candidates,...","Associate Director, Discovery and Translational Research",,60000.0
706,Amgen,"South San Francisco, CA 94080","Ability to critically evaluate, integrate and interpret nonclinical data sets to support clinical decision making....",Principal Scientist - Safety Biomarkers,,60000.0
707,Cruise,"San Francisco, CA","Architect, design and tune our systems to keep ahead of our developers and scientists need for data. Interface with a scalable data pipeline to handle...",Sr. Storage Engineer - Infrastructure Operations,,60000.0
708,HDR,"Fresno, CA","Familiarity with biological data collection procedures, interpretation, analysis, and document presentation;...",Biologist,,60000.0
709,Adobe,"San Jose, CA","Data Scientists, Data Engineers, Data Stewards and Analysts. Adobe is looking for a Senior UI JavaScript Engineer to help build from the ground up a top of the...",Senior UI JavaScript Engineer,,60000.0
710,Counsyl,"South San Francisco, CA 94080","New patient/clinic experiences, sample processing and robotics workflows, clinical data interfaces, etc) About you:....","Manager, Software Engineering - Medical Genomics",,60000.0
711,Amgen,"South San Francisco, CA 94080","Associate Scientist will be an integral member of a dynamic research team, collaborating with research scientists at multiple Amgen sites, and working closely...",Senior Associate Scientist - Immuno- Oncology Research,,60000.0
712,Clinovo,"San Francisco Bay Area, CA","CRFs, Data Management Plan, SAPs, etc.). Develop software systems to generate displays of clinical study data as tables, listings, and graphs for electronic...",SAS Statistical Manager,,60000.0
713,Medtronic,"Santa Ana, CA","Engineers and Scientists create our market-leading portfolio of innovations. The individual in this position will provide problem solving, materials laboratory...",Senior R and D Engineer,,60000.0
714,HDR,"Fresno, CA","Familiarity with biological data collection procedures, interpretation, analysis, and document presentation;...",Biologist,,60000.0
715,Walmart eCommerce,"Sunnyvale, CA","Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and...",Group Product Manager,,60000.0
716,Allergan,"Irvine, CA 92612","Clinical Scientist (CS). Performing clinical data reviews. Ensuring the review of clinical data, including protocol deviations....","Sr Manager, Clinical Development",,60000.0
717,Walmart eCommerce,"San Bruno, CA 94066","Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and...","Senior Manager, Software Engineering",,60000.0
