,comp_name,job_location,job_summary,job_title,listed_job_salary,salary_estimated
2665,Redfish Technology,"San Francisco, CA",Streaming server and data processing is the next wave of 'Big Data Analytics’ and is one of the hottest areas of computer science.... read more,Senior Full Stack Developer,"$150,000 a year",95000.0
2666,"Accelrys, Inc.","San Diego, CA 92121","Software provides real-time, on-demand data access, analysis and reporting of manufacturing and process development data by the end users themselves, reducing... read more",Field Application Scientist (Sales Engineer) Process Management Informatics,,95000.0
2667,Atara Biotherapeutics,"Thousand Oaks, CA","The process transfer function is the group that are the custodians of data, and this data is the basis for the justification and verification of a process which... read more",Engineer III/Process Specialist IV - Cell Therapy Process Transfer (2 positions),,95000.0
2668,Stride Search,"San Francisco, CA",Work with a data scientist to develop new search algorithms and methods for optimizing the value to end-users and improve customer retention.... read more,Senior Product Manager,,95000.0
2669,Drawbridge Inc,"San Mateo, CA 94403 (Sugerloaf area)","Ensure our data scientists have access to PBs of data in multiple Hadoop clusters, expanding our global presence.... read more",Site Reliability Engineer,,95000.0
2670,Genentech,"South San Francisco, CA",Conducts ongoing reviews of medical/safety data. Accountable to ensure correct medical/scientific data interpretation for interim and final study reporting.... read more,"Associate Medical Director/Medical Director, Ipatasertib breast cancer",,95000.0
2671,"Cylance, Inc.","Irvine, CA 92618","Background in mining large sets of data. Interest in cybersecurity, product development and data visualization.... read more",Data Scientist,,95000.0
2672,Huawei,"Santa Clara, CA","Help to evolve large scale Big Data platform and tools in all aspects, from data collection to data processing, exploration, visualization and modeling.... read more",Data Scientist,,95000.0
2673,Uber,"San Francisco, CA 94103 (South Of Market area)",Data Scientists and Data Analysts are central to the Customer Support Platform. Customer ObsessionUber Data Science and Data Analytics is looking for world...,Data Scientist / Data Analyst - Customer Obsession,,95000.0
2674,Blend Labs,"San Francisco, CA 94103 (South Of Market area)","The Data Scientist will support data needs across our growing company. Prepare data for exploratory analysis, intelligent data products, and dashboards....",Data Scientist,,95000.0
2675,Ford Motor Company,"Palo Alto, CA 94303 (Duveneck-Saint Francis area)",Ford Global Data Insight and Analytics (GDI&A) is looking for a data scientist with an emphasis on Machine Learning and scalable computing....,Machine Learning / Artificial Intelligence Scientist,,95000.0
2676,NxT Level,"San Francisco, CA",Streaming real-time data from heterogeneous data sources using modern data processing and automation techniques. SQL and data warehousing....,Machine Learning Engineer,"$135,000 - $215,000 a year",95000.0
2677,The North Face,"Alameda Harbor, CA","Someone with an inherent passion for data and data driven thinking, adept at extracting patterns from volumes of data to drive strategy and operational...","Data Scientist, Retail Analytics",,95000.0
2678,Tesla Motors,"Fremont, CA","We are looking for a Data Scientist for the most progressive vehicle brand in the world. As a Data Scientist in Service, you will have the opportunity to apply...","Sr. Data Scientist, Service Operations",,95000.0
2679,nuTonomy,"Santa Monica, CA","Practical experience in data science, statistics, and analysis of large data sets. Experience using data modeling tools....",Machine Learning Research Scientist,,95000.0
2680,Passage AI,"Mountain View, CA",3-4 years experience in machine learning and data science. Strong background in algorithms development for mining patterns from large scale data....,Data Scientist/Machine Learning Engineer,,95000.0
2681,MONSANTO,"Woodland, CA","We are looking for a creative and highly motivated Data Scientist to join the world-class experts in genetics, genomics, breeding, and data science who are...",Data Scientist,,95000.0
2682,Bosch Group,"Palo Alto, CA","Collaborate with other data scientist and data engineers to design, prioritize and implement new features for our AI platform to solve real customer problems....","Data Scientist, Manufacturing Analytics",,95000.0
2683,thredUP Inc,"San Francisco, CA 94104 (Financial District area)",Understanding our existing data taxonomy and find ways we might improve it. We are forming a team to use this data to automate what is currently manual labor in...,Machine Learning Engineer- Operations Technology,,95000.0
2684,Twitter,"San Francisco, CA 94103 (South Of Market area)",Strong algorithms and data structures background. Experience with using Jupyter notebooks on a data analytics/modeling task....,Machine Learning Engineer- Data Science Cortex,,95000.0
2685,Retina.AI,"Santa Monica, CA 90401","Data Scientist, you will be working closely with the clients and our engineering team to build our product that auto generates actionable business insights....",Sr. Data Scientist,,95000.0
2686,"A2Z Development Center, Inc.","Cupertino, CA",They also work on cross-disciplinary efforts with other scientists within Amazon. The Principal Scientist will lead other research scientists and machine...,Machine Learning Scientist,,95000.0
2687,Huawei,"Santa Clara, CA","The Big Data Intelligence Group is looking for a Machine Learning Scientist, to develop and apply algorithms and models in areas like nature language processing...",Machine Learning Scientist,,95000.0
2688,NxT Level,"San Francisco, CA",Streaming real-time data from heterogeneous data sources using modern data processing and automation techniques. SQL and data warehousing....,Senior Data Scientist,"$145,000 - $200,000 a year",95000.0
2689,price.com,"San Francisco, CA 94105 (Financial District area)",Job Description Price.com is looking for an experienced machine learning engineer with a specialization in deep learning for images. You will help us develop...,Machine Learning Engineer,,95000.0
2690,The Aerospace Corporation,"El Segundo, CA 90245",Analyze data from spacecraft. Our state-of-the-art laboratory facilities are staffed by some of the leading scientists in the world....,Spacecraft Data Analyst,,95000.0
2691,NxT Level,"San Francisco, CA",Streaming real-time data from heterogeneous data sources using modern data processing and automation techniques. SQL and data warehousing....,Senior Data Scientist,"$145,000 - $200,000 a year",95000.0
2692,eBay Inc.,"San Jose, CA",The role is data-intensive and hence the successful candidates should be extremely comfortable working with large sets of data and deliver business insights...,"Analyst, Data Scientist",,95000.0
2693,Bosch Group,"Palo Alto, CA","Collaborate with other data scientist and data engineers to design, prioritize and implement new features for our AI platform to solve real customer problems....","Data Engineer, Deep Learning",,95000.0
2694,BI-Bots,"Sunnyvale, CA 94086",Experience accessing data via REST APIs and querying large data sets and using SQL and/or no-SQL data stores. We are looking for an exceptional and senior Data...,Director Analytics,"$150,000 - $170,000 a year",95000.0
2695,Atlassian,"Mountain View, CA",Atlassian is looking for amazing Data Scientists to join our new Search and Smarts team. Worked with large and noisy data sets....,Senior and Principal Data Scientists,,95000.0
2696,City & County of San Francisco,"San Francisco, CA 94103 (South Of Market area)",Select the 9976 Technology Expert I – Data Scientist (PEX-9976-076996) job announcement. Work with Enterprise Architect to scope the requirements to build...,Technology Expert I - Data Scientist,"$124,228 - $168,298 a year",95000.0
2697,InVitae,"San Francisco, CA 94107 (South Of Market area)","We provide comprehensive, rapid, and affordable genome sequencing and clinically relevant interpretations of genomic data....",Research Scientist,,95000.0
2698,The Aerospace Corporation,"El Segundo, CA 90245",Analyze data from spacecraft. Our state-of-the-art laboratory facilities are staffed by some of the leading scientists in the world....,Spacecraft Data Analyst,,95000.0
2699,CrowdFlower,"San Francisco, CA",Consult with the Data Science and Machine Learning teams among CrowdFlower’s customers to develop strategies for Machine Learning and Annotation with language...,"Machine Learning Scientist, Natural Language Processing (NLP)",,95000.0
2700,Walmart eCommerce,"San Bruno, CA 94066","Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and...","Director, Retail Learning & Development",,110000.0
2701,PaxVax,"San Diego, CA",Good data anaylsis skills. Is seeking a Scientist to join the Process Development and Clinical Production teams focused on vaccine development from preclinical...,"Scientist, Process Development - Upstream",,110000.0
2702,Walmart eCommerce,"San Bruno, CA 94066","We constantly improve our products based on user data and feedback. Data scientists, front and back-end engineers, product managers, and web and UX/UI teams...",Senior Android Engineer,,110000.0
2703,Walmart eCommerce,"San Bruno, CA 94066","Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and...",Senior Software Engineer - Node.js,,110000.0
2704,Rocket Lawyer,"San Francisco, CA","Define and implement KPIs, work with Data Engineering to ensure data availability and accuracy. About the Role As a Data Scientist at Rocket Lawyer, you’ll...","Data Scientist, Marketing",,110000.0
2705,Osaro,"San Francisco, CA",Experience interfacing with data sources and pre-processing data. Osaro has an agile team of scientists and experienced machine learning practitioners....,Deep Learning Engineer,,110000.0
2706,Siemens,"Berkeley, CA","This Senior Scientist will. Sequencing data analysis and applications programming; Responsibilities include training and oversight of junior scientists,....","Sr. Scientist, R&D",,110000.0
2707,Ayasdi,"Menlo Park, CA 94025","Gather & prioritize input from sales, marketing, data scientists, services & directly from customers & partners....",Platform Product Manager (Machine Learning),,110000.0
2708,Roche,"Belmont, CA",There's plenty of data being generated. You will be helping create enterprise-scale software systems to tackle the fragmentation of this data....,Sr. Software Engineer - Diagnostic Information Systems,,110000.0
2709,Groupon,"Palo Alto, CA 94306 (Barron Park area)","Understand our goals, market, users, data, internal requirements, and capabilities Creatively craft a winning product strategy Own the full product development...",Sr. Product Manager,,110000.0
2710,Osaro,"San Francisco, CA",Experience interfacing with large data sources and pre-processing data. Osaro has an agile team of scientists and experienced machine learning practitioners....,Software Engineer/DevOps,,110000.0
2711,Ardelyx,"Fremont, CA 94555 (Northgate area)","Review and approve analytical/stability protocol, data and reports, maintain stability data base. Experience with electronic data systems preferred....",Senior Director of Quality Assurance,,110000.0
2712,Roche,"Belmont, CA",The complexity and sheer size of the data in the life sciences will make astronomical data problems look modest....,Software Project Manager (PjM),,110000.0
2713,BioMarin Pharmaceutical Inc.,"Novato, CA","These engineers, technicians, scientists and support staff build and maintain BioMarin’s cutting-edge manufacturing processes and sites, provide quality...",Sr. Business Process Consultant,,110000.0
2714,Quora,"Mountain View, CA","Work with designers, fellow engineers and data scientists to prototype and implement product features. Ability to use data and user research to inform product...",Full Stack Engineer,,110000.0
2715,Precisio,"Mountain View, CA",Big Data Developer*. Build/maintain data pipelines and administer components across the entire data ecosystem....,Big Data Developer,,110000.0
2716,SpaceX,"Hawthorne, CA","Perform exploratory data analysis, extract data from various sources, clean and aggregate data. The Data Science team is a new team in the Enterprise Data...",Sr. Data Scientist,,110000.0
2717,BrightFunnel,"San Francisco, CA 94108 (Financial District area)","2+ years of applying machine learning models and data science techniques to business problems. BrightFunnel, the pioneer in revenue attribution and forecasting...",Data Science / Machine Learning Engineer,,110000.0
2718,Gladstone Institutes,"San Francisco, CA 94158 (South Of Market area)","You will be working with a whole genome sequence data primarily. Working closely with experimental scientists, you will perform implementation and pipelining of...",Bioinformatics Software Engineer,,110000.0
2719,Ancestry,"San Francisco, CA","Ancestry is looking for a strong, hands-on technology leader to join our Big Data Architecture team to help shape our data scientists' machine learning efforts....",Big Data Architect (machine learning),,110000.0
2720,ZestFinance,"Los Angeles, CA","3+ years managing a team of data scientists. Lead a team of 10+ data scientists in developing high-quality, robust predictive algorithms....","Director, Data Science",,110000.0
2721,BioMarin Pharmaceutical Inc.,"Brisbane, CA 94005","Investigates trends, identifies techniques and makes recommendations for new methods and technologies used in pharmaceutical and/or biotech industries for...","Principal I, Statistical Programming",,110000.0
2722,AppFolio,"Santa Barbara, CA","Leverage AppFolio’s massive, well-structured data set to build new features and products that customers love. Who we are:....",Senior Software Engineer - Machine Learning,,110000.0
2723,Uber,"San Francisco, CA 94103 (South Of Market area)",He or she must have shipped software using at least one of these foundational areas.Knowledge of both relational and nonrelational databases and big data...,"Backend Engineer, Advanced Programs",,110000.0
2724,Johnson & Johnson Family of Companies,"San Diego, CA","The Principal Scientist will:. Janssen Research & Development, a Johnson & Johnson company, is recruiting for Principal Scientist, HTS, to be based in La Jolla,...","Principal Scientist, HTS",,110000.0
2725,Uber,"San Francisco, CA 94103 (South Of Market area)",We are now operating at a massive scale with an ocean of data with which to innovate. Our team is very diverse and you would be working with some of the world’s...,Map Services - Routing Engineering Manager,,110000.0
2726,Infolob Solutions Inc,"San Francisco, CA 94112 (Outer Mission area)","Provided by Dice Data Scientist, Spark, Scala, Python, Data Scientist. Senior Data ScientistLocation:. Looking for a strong Data Scientist with hands on...",Senior Data Scientist (Remote),,110000.0
2727,[24]7,"San Jose, CA","You will be working closely with data scientists, peer developers and UX teams to develop new services that involve Machine Learning and NLP....","Sr. Software Engineer - Full Stack, AI Platform Services",,110000.0
2728,The Honest Company (Career Page),"Los Angeles, CA","We're currently looking to add another Data Scientist to our fantastic Data team. As a Data Scientist, you'll have the opportunity to inform business decisions...",Data Scientist,,110000.0
2729,Symantec,"Mountain View, CA","Data acquisition will require navigation of Hadoop, Spark, databases (SQL), 3rd party data sources and text processing....",Research Engineer/ Data Scientist,,110000.0
2730,Castle Global,"San Francisco, CA",Interface closely with the Backend and DevOps teams as well as with our internal data labeling services About You....,Machine Learning Engineer,,110000.0
2731,Ursus Incorporated,"Fremont, CA",And data acquisition equipment. Manage and analyze experimental data. The research scientist will contribute as part of a small team of scientists and engineers...,Research Scientist,"$300,000 a year",110000.0
2732,The Aerospace Corporation,"El Segundo, CA 90245","Experience with data engineering, data science or machine learning techniques. Serve as data analyst with an emphasis on providing data science, natural...",Data Analyst,,110000.0
2733,SmartDrive Systems,"San Diego, CA",Develop algorithms that collect continuous data by reducing the incoming sensor data streams. This is a specialized Data Scientist role within SmartDrive's...,"Principal Data Scientist, Classification and Feature Extraction",,110000.0
2734,Twitter,"San Francisco, CA 94103 (South Of Market area)","You will build Twitter’s next-generation Tailored Audience Targeting platform, working closely with product managers, data scientist, and machine learning...","Software Engineer, Backend",,110000.0
2735,HYP3R,"San Francisco, CA","From data scientists to marketing hackers. San Francisco, CA or Remote....",Product Designer,,110000.0
2736,The Aerospace Corporation,"El Segundo, CA 90245","Our state-of-the-art laboratory facilities are staffed by some of the leading scientists in the world. Background in object-oriented design and development, and...",Software Engineering Specialist,,110000.0
2737,Pavilion Data,"San Jose, CA 95131 (North Valley area)","Machine learning, AI engines enabling cognitive systems and for streaming analytics for better, faster decision making by data scientists....",Sr. Software Engineer,,110000.0
2738,JD Power and Associates,"Westlake Village, CA","Our scientists, Ph.D. Demonstrated experience with a Multi-Dimensional Online Analytical Processing data cube system (e.g....",Finance Director - IT/HR/FP&A,,110000.0
2739,FivePrime Therapeutics,"South San Francisco, CA 94080","Collaborate within Biostatistics team and with cross-functional teams (clinical scientists, statistical programmers, clinical operations and clinical data...","Associate Director / Director, Biostatistics",,110000.0
2740,Personal Capital,"San Carlos, CA 94070","Further, you will leverage large data sets and create ETL pipelines to support our Data Warehouse/Data Lake platform....",Data Scientist,,110000.0
2741,Activision,"Foster City, CA",And data transformations. Strong data visualization and. Scientist with strong analytical skills. Data visualizations and integrating with analytics APIs....,"Data Scientist - Foster City, CA",,110000.0
2742,Veeva,"Pleasanton, CA",Combine your love and knowledge of quantitative data analysis across large data sets with solid presentation skills Use statistical methods to derive new...,Data Scientist - Deep Learning,,110000.0
2743,Jobspring Partners,"San Jose, CA 95113 (Downtown area)","Some work with Big Data technologies (Spark). 2 + years of experience in Data Science. At the moment, they are looking to further build their company and want...",Junior Data Scientist,"$120,000 - $150,000 a year",110000.0
2744,Esurance,"San Francisco, CA",Extensive experience in data management and data scrubbing. Technical mentoring for junior data scientists in the team while owning independent deliverables....,Sr Data Scientist,,110000.0
2745,Ursus Incorporated,"Fremont, CA","And data acquisition equipment. Test and operate experimental equipment, and execute experiments, according to standard procedures or written instructions, in...",Senior Laser Technician,"$120,000 a year",110000.0
2746,Jobspring Partners,"San Jose, CA 95113 (Downtown area)",Experience with big data tech such as Spark or Kafka. A cyber security start up located in Mountain View is looking to bring on a Junior Data Scientist and is...,Junior Data Scientist (Security Space),"$120,000 - $150,000 a year",110000.0
2747,"Integrated Management Resources, LLC","San Francisco, CA",Enterprise Data and Client Insight office works collaboratively with business and Information Technology to manage engagements and lead teams of data analysis...,Data Scientist-San Francisco,,110000.0
2748,Salesforce,"Palo Alto, CA","Brainstorming data product ideas, and work closely with Data Scientists, Product management and Operations team to develop, test, deploy, and operate high...",SalesforceIQ - Senior / Lead Data Engineer - Foundation Team,,110000.0
2749,BOEING,"El Segundo, CA 90245","Skilled scientists and thinkers. Attitude Control Subsystem (ACS), Autonomy System (AS), Command and Data Handling Subsystem (C&DH) and Mission Systems...",Satellite Flight Systems Engineer,,110000.0
2750,Ipsy,"San Mateo, CA","You would lead a team of machine learning engineers in developing custom machine learning models from our comprehensive data sets, and guiding how those models...",Lead Machine Learning Engineer,,110000.0
2751,Capgemini,"Burbank, CA",Experience building scalable data pipelines and with data engineering/ feature engineering. 10+ years professional work experience as a data scientist or on...,Media & Entertainment Analytics Sector Lead,,110000.0
2752,Walmart eCommerce,"San Bruno, CA 94066","Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and...","Manager, Partner Operations",,110000.0
2753,MSD,"South San Francisco, CA","Good track records in the successful development and implementation of biochemical and biophysical assays for compound screening, complex data analysis, and...",Associate Principal Scientist - Protein Biochemistry/Biophysics/Enzymology,,110000.0
2754,Accenture,"San Diego, CA","The Data Scientist. Data Scientist Associate Principal. Are expected to collaborate with other data scientists, subject matter experts,....",Data Scientist Associate Principal,,110000.0
2755,BOEING,"Seal Beach, CA 90740","Applies extensive job practices, techniques, standards, principles, theories and concepts to the design and development of systems (e.g., data warehouse, data...",Mid Career Computing Architect,,110000.0
2756,Jobspring Partners,"San Jose, CA 95113 (Downtown area)",A cyber security start up located in Mountain View is looking to bring on a Principal Data Scientist and is willing to pay up $210k to find the right scientist!...,Principal Data Scientist,"$180,000 - $210,000 a year",110000.0
2757,Workbridge Associates,"Oakland, CA","4+ years experience in a Data Science or Data Analyst role. You will work with a Lead Data Scientist and Head of Data Science to analyze customer behavior,...",Senior Data Scientist (Business Intelligence),"$120,000 - $140,000 a year",110000.0
2758,Glocomms,"San Francisco, CA",I'm working with a company who is looking to add a Data Scientist to their growing team. They're located in San Francisco and recently received another round of...,Senior Data Scientist,"$140,000 - $165,000 a year",110000.0
2759,J.D. Power,"Westlake Village, CA","Our scientists, Ph.D. Demonstrated experience with a Multi-Dimensional Online Analytical Processing data cube system (e.g....",Finance Director - IT / HR / FP & A,,110000.0
2760,Walmart eCommerce,"San Bruno, CA 94066","Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and...","Senior Manager, Partner Operationa",,110000.0
2761,Genentech,"South San Francisco, CA",Significant experience of drug discovery or development including the evaluation and interpretation of scientific and clinical data....,Safety Science Leader (MD),,110000.0
2762,Syapse,"San Francisco, CA","Experience with information management, data modeling, and data flows. The company was founded by Stanford-trained scientists and is backed by Ascension...","Project Manager, Professional Services",,110000.0
2763,PaxVax,"San Diego, CA","Excellent data anaylsis skills. The Scientist role is focused on the process development for vaccine development from preclinical through Phase III, and...","Scientist, Process Development - Downstream",,110000.0
2764,Counsyl,"South San Francisco, CA 94080","Experience with large scale data science, statistical modeling, and machine learning a plus. Responsible for Counsyl’s core NGS products analytical pipeline...","Senior Software Engineer, Bioinformatics",,110000.0
2765,Jobspring Partners,"Mountain View, CA",Mid- level Data Scientist. They are on the search for a mid- level data scientist to help lead the development of their online platform....,Mid - Level Data Scientist,"$160,000 - $178,000 a year",110000.0
2766,eBay Inc.,"San Jose, CA",You have an intense data orientation. 5+ years consumer product management experience Experience with PM efforts and small self-contained agile development...,"Sr. Product Mgr, Growth Hacking Innov.",,110000.0
2767,General Electric,"San Francisco, CA 94102 (Downtown area)","You will be working with world class data scientist, engineers, designers, and domain experts to support state-of-the-art AI and machine learning solutions...",Sr Software Engineer - DevOps,,110000.0
2768,BOEING,"El Segundo, CA 90245","Skilled scientists and thinkers. Experience working with personnel and data from multiple engineering groups including, design, stress, mass properties,...",Senior Structural Analysis Engineer,,110000.0
2769,Ondawa Group,"San Diego, CA 92101","Data pipelines at scale, and real-time processingMachine learning and Data Scientist support:. Big Data cluster, workflows, and applications:....","Big Data Developer - Java, Hadoop",,110000.0
2770,"Pantar Solutions, Inc.","Woodland Hills, CA 91367","As a data engineer, you will be responsible for designing and implementing new GCP-based data solutions – new data processing, data sets and systems to support...",Big Data Engineer,,110000.0
2771,General Electric,"San Ramon, CA 94583","Architects, Data Scientists, Businesses & Product Managers. Be an expert in core data structures as well as algorithms and has the ability to implement them...",Sr Software Engineer,,110000.0
2772,Walmart eCommerce,"Upland, CA 91784","Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and...",Technical Expert,,110000.0
2773,"Pinn Technology, Inc.","Redwood City, CA 94063","Data ScientistFull-time | Redwood City, CA We’re looking for a Data Scientist to design new algorithms, and improve the accuracy and performance of Pinn’s...",Data Scientist,"$150,000 a year",110000.0
2774,"Qubole, Inc.","Santa Clara, CA 95050","Qubole provides tools and services where data analysts, data scientists and data engineers can dream big and solve complex challenges with their data....",Senior Business Intelligence Engineer,,110000.0
2775,Noodle.ai,"Palo Alto, CA","This person will be responsible for working with our Data Scientists, Engineers, Client Service team, and Designers to build the user interface that will help...",UI Engineering Lead,,110000.0
2776,Walmart eCommerce,"San Bruno, CA 94066","Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and...","Sr. Program Manager, Listing Policy Marketplace",,110000.0
2777,Walmart eCommerce,"San Bruno, CA 94066","Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and...","Director, Product Management",,110000.0
2778,Exponent,"Menlo Park, CA 94025",Exponent’s Statistical & Data Sciences Practice is currently seeking a Senior Manager or Principal with expertise in cyber security and threat mitigation....,Cyber Security and Identity Manager,,110000.0
2779,Elti Solutions,"San Francisco, CA","Solid experience leading the teams of data scientists and data engineers. Data Analytics, Hadoop, Cloud Computing, Data Visualization, Data Mining, MapReduce,...",Lead Data Scientist,,110000.0
2780,Walmart eCommerce,"Sunnyvale, CA","Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and...",Senior Software Engineer,,110000.0
2781,Twitch,"San Francisco, CA",Implement experiments and collect data with our data scientists to drive subsequent iterations on these features....,Senior Software Engineer - VOD,,110000.0
2782,Walmart eCommerce,"San Bruno, CA 94066","Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and...","Product Manager, Vertical Product Management",,110000.0
2783,Walmart eCommerce,"San Bruno, CA 94066","If you’re excited about leveraging Walmart’s audience data to design, develop and manage the next wave of innovative, data driven ad products - this will be an...","Senior Manager, Ad Experiences-Partnership Marketing",,110000.0
2784,"NewTown Solutions, Inc.","Sunnyvale, CA 94089","We have an exciting direct hire opportunity for a Cyber Security Researcher with Machine Learning experience in the Sunnyvale, CA area (preferred) or would...",Sr Cyber Security / Machine Learning Researcher,,110000.0
2785,Wish,"San Francisco, CA",We’re looking for talented Data Scientists to continue to drive decisions company-wide through the use of statistical modeling and machine learning....,Data Scientist,,110000.0
2786,TRR,"San Ramon, CA",The Data Scientist will perform complex modeling and algorithm development on large data sets to resolve disparate data into single real world entities (persons...,Data Scientist,"$140,000 - $170,000 a year",110000.0
2787,Synaptics,"San Jose, CA 95131 (North Valley area)","The initial scope is focused on efficient /modular/scalable data acquisition. Synaptics is the pioneer and leader of the human interface revolution, bringing...",Research Scientist - Algorithm Architect,,110000.0
2788,Bank of the West,"San Ramon, CA",Experience working with large data sets. Knowledge of financial analysis data mining and statistics. Responsible for extraction of data from multiples sources...,Sr. Quantitative Analyst – Loss Forecasting and Strategic Risk Analytics,,110000.0
2789,The Aerospace Corporation,"El Segundo, CA 90245",Perform data analysis of simulated and real electro-optical sensor data. Experience analyzing OPIR data from one or more sensors and/or experience developing...,Electro-Optical Sensor Analyst,,110000.0
2790,Databricks,"San Francisco, CA","As an instructor at Databricks you will teach data scientists, data engineers, and analysts about Spark using a training platform and courseware built by the...",Senior Data Science Instructor,,110000.0
2791,"23andMe, Inc.","Mountain View, CA 94041",Collaborate with top-tier researchers and data scientists. Crunch an ever-increasing volume of data through scientific workflows....,DevOps Engineer,,110000.0
2792,Nomis Solutions,"Brisbane, CA",Modeling Analyst / Data Scientist. Nomis is looking for the best Modeling Analyst / Data Scientist in the galaxy....,Modeling Analyst,,110000.0
2793,Intuit,"Mountain View, CA 94039",Intuit is looking for an innovative and hands-on Staff Data Scientist within the Global Risk Management group....,Staff Data Scientist,,110000.0
2794,Netflix,"Los Gatos, CA","Desire and willingness to continue growing your capabilities as a data scientist. As a scientist on the Content Development & Programming team, you will use...","Senior Machine Learning Scientist, Operations Research",,110000.0
2795,Raytheon,"Pasadena, CA 91107","Scikit-learn, SciPy, Apache Big Data Suite, openCV Data Exposure:. Geospatial / space-based data, Natural Language Processing, Remote Imaging Architecture...",Software Engineer - Machine Learning,,110000.0
2796,"OSI Engineering, Inc.","San Francisco, CA","Seeking a Data Modeling Scientist for an IoT Start-up in San Francisco, CA*. We acquire and deliver the data....",Data Modeling Scientist,,110000.0
2797,Hikvision USA Inc.,"Santa Clara, CA","Big Data, making Hikvision at leading position in many technical fields. HRA has the Artificial Intelligence, Big Data, and Technology Partnership teams at this...","Senior Research Scientist, Computer Vision & Machine Learning",,110000.0
2798,"23andMe, Inc.","Mountain View, CA 94041","Collaborate with researchers, scientists, and other engineers. Experience with large scale data processing and query optimization....",Software Engineer - Big Data Services and Applications,,110000.0
2799,BNP Paribas,"San Ramon, CA",What sets Bank of the West apart from other banks is our team members–they embody the optimistic spirit of the West. There is a spirit here that drives us to...,Sr Quantitative Analyst,,110000.0
2800,Genentech,"South San Francisco, CA",SQL) plus experience with other emerging Big Data technology (e.g. The Senior Real World Data (RWD) Science Analyst partners closely with RWD Scientist to...,Senior Real World Data Science Analyst,,110000.0
2801,Mission Bio,"San Francisco, CA",NGS data analysis:. Experience with NGS data analysis and variant calling. Build and maintain automated NGS data analysis pipeline (i.e....,Bioinformatics Scientist,,110000.0
2802,TuSimple,"San Diego, CA",Solid understanding of data structure and algorithms. We’re looking for smart and entrepreneurial people to join our team of world-class scientists and...,Full-stack Software EngineerFull-Time/Internship,,110000.0
2803,Netflix,"Los Gatos, CA",This platform is used by engineers and data scientists to leverage our data to do interesting and impactful analysis and allow Netflix to continue to innovate....,Data Experience - Senior UX Engineer,,110000.0
2804,University of California San Francisco,"San Francisco, CA","Ability to effectively and efficiently work with technologists, data analytics and health scientists in ways that promote productive collaboration and break...","Director, Center for Physiologic Research",,110000.0
2805,"Amyris, Inc.","Emeryville, CA",Understanding of relational databases including design of data models and facility with SQL. Working collaboratively with our scientists and software engineers...,"Automation Engineer, Lab Automation",,110000.0
2806,McAfee,"Santa Clara, CA 95054","Perform live response, malware analysis, data collection and analysis on hosts and/or network data. Correlate and analyze Windows, Linux, and Mac OS X system...",McAfee Foundstone CyberSecurity Senior Incident Response Consultant,,110000.0
2807,Johnson & Johnson Family of Companies,"La Jolla, CA",Serving in internal Independent Data Monitoring Committees for trials involving innovative approaches requiring unblinded interim analyses;...,Scientific Director of Statistical Modeling and Methodology,,110000.0
2808,Payette Group,"Palo Alto, CA 94301 (Professorville area)",We are looking for a data scientist who loves time-series data and can spearhead the development of our data analytics algorithms....,Data Scientist,,110000.0
2809,EY,"San Jose, CA","Project manager, AI scientists and engineers. May manage a small number of AI Scientists. May supervise a small number of more junior AI Scientists;...",Global Innovation - Principal AI Scientist (Palo Alto),,110000.0
2810,Crescent Solutions Inc,"Los Angeles, CA 90028","Primarily, we focus on optimization algorithms, visualizations, data science and we have access to some of the most important data in Hollywood.We write most of...",Data Scientist,,110000.0
2811,,"San Francisco, CA","Collaborate with other ML engineers, data engineers, data scientists, and application engineers to deliver effective and scalable products and service of value....",Principal Machine Learning Engineer,,110000.0
2812,The Aerospace Corporation,"El Segundo, CA 90245","Our state-of-the-art laboratory facilities are staffed by some of the leading scientists in the world. 8 years of experience in CAD, CAE, 3D model development,...",CAE Manager,,110000.0
2813,Impax Laboratories,"Hayward, CA","Lead team of 3-6 personnel, including Associate Scientists, Research Scientists, and Principal Scientists, to develop formulations and processes for both...","Manager, R&D (Formulation)",,110000.0
2814,Blackwood Seven,"Playa Vista, CA","You will lead, mentor and manage a team of Data Scientists and Analysts. Mentor and lead team of Data scientists and analysts to produce actionable quantitative...","Director, Marketing Sciences",,110000.0
2815,QIAGEN,"Redwood City, CA","Assist in defining the appropriate data models, transformation technologies, and indexing/search algorithms for large-scale genomics data....",Sr. Software Engineer,,110000.0
