,comp_name,job_location,job_summary,job_title,listed_job_salary,salary_estimated
508,Sitecore,"Sausalito, CA","As a seasoned data scientist and a leader in your field, you will be working as part of a team to define and execute data science solutions....",Data Scientist,,60000.0
509,Netflix,"Los Angeles, CA","Desire and willingness to continue growing your capabilities as a data scientist. As a scientist on the Content Science & Algorithms team, you will combine best...","Senior Machine Learning Scientist, Content Programming",,60000.0
510,Netflix,"Los Angeles, CA",Desire and willingness to continue growing your capabilities as a data scientist. Experience using crowd-sourcing to collect and clean data....,"Senior Machine Learning Scientist, Content Development",,60000.0
511,Uber,"San Francisco, CA 94103 (South Of Market area)",As a data scientist on the Safety Data Science team you will have the opportunity to take on some of the hardest problems in all of Uber:....,Data Scientist - Safety,,60000.0
512,LG Electronics,"Santa Clara, CA","Senior Data Scientist and AI Engineer. A sense of ambition and passion to change the world using AI, Data Modeling and Deep Learning....",Senior Data Scientist and AI Engineer,,60000.0
513,Dividend Solar,"San Francisco, CA",Bringing data to support opinions and proposals. Experience working with and synthesizing large sets of data. Dividend Finance is looking for a Business Analyst...,Data Scientist,,60000.0
514,Autolist,"San Francisco, CA",Experience using Python for Data Science. Help define and then hire roles to build out a complete data science teamConceive of and answer questions about our...,Data Scientist,,60000.0
515,Sitecore,"Sausalito, CA","As a seasoned data scientist and a leader in your field, you will be working as part of a team to define and execute data science solutions....",Data Scientist,,60000.0
516,Netflix,"Los Angeles, CA","Desire and willingness to continue growing your capabilities as a data scientist. As a scientist on the Content Science & Algorithms team, you will combine best...","Senior Machine Learning Scientist, Content Programming",,60000.0
517,Netflix,"Los Angeles, CA",Desire and willingness to continue growing your capabilities as a data scientist. Experience using crowd-sourcing to collect and clean data....,"Senior Machine Learning Scientist, Content Development",,60000.0
518,Uber,"San Francisco, CA 94103 (South Of Market area)",As a data scientist on the Safety Data Science team you will have the opportunity to take on some of the hardest problems in all of Uber:....,Data Scientist - Safety,,60000.0
519,LG Electronics,"Santa Clara, CA","Senior Data Scientist and AI Engineer. A sense of ambition and passion to change the world using AI, Data Modeling and Deep Learning....",Senior Data Scientist and AI Engineer,,60000.0
520,Squelch,"Redwood City, CA",We are currently looking for a passionate Senior Data Scientist. Integrate the ML functionality efficiently into the data pipeline....,Senior Data Scientist,,60000.0
521,Walmart eCommerce,"San Bruno, CA 94066",Distinguished Data Scientist opportunity on the Customer Promise team. A Distinguished Data Scientist provides oversight to a project team to analyze large data...,Distinguished Data Scientist,,60000.0
522,BeyondCurious,"Los Angeles, CA 90034","As the Data Scientist, you will be responsible for orchestrating large, complex data science solutions for our enterprise clients....",Director of Data Science,,60000.0
523,"Udacity, Inc.","Mountain View, CA 94040","Understand the data architecture, improve it by proposing effective data table layouts, and write data pipelines to transform data....",Senior Data Scientist,,60000.0
524,Noodle.ai,"Palo Alto, CA",We have the tools (and data) to truly do interesting work in Data Science. You enjoy mentoring other intellectually curious data scientists....,Principal Data Scientist,,60000.0
525,Salesforce,"San Francisco, CA","Senior Data Scientist, Pricing Intelligence. Acquire, clean, and structure data from multiple sources including data from Hadoop, and Oracle databases to build...","Data Scientist / Senior Data Scientist, Pricing Intelligence",,60000.0
526,Varian Medical Systems,"Palo Alto, CA 94304",Update and refine the Predictive system with new models and new data. Design a Machine Learning system that will recognize patterns in the captured data and...,Data Scientist,,60000.0
527,Clarity Insights,"San Francisco, CA","As a Senior Data Scientist at Clarity Insights you will fully understanding the requirements of our client, and will be working with very big data....",Data Scientist - Senior Consultant,,60000.0
528,"Trusted Insight, Inc.","San Francisco, CA",Work with product and data scientist to translate existing requirements into robust software applications. Trusted Insight is the largest global professional...,Full Stack Engineer,,60000.0
529,Cisco,"San Jose, CA","People, processes, data, and things. Identify, analyze, and interpret trends or patterns in complex data sets Develop, prototype and test predictive algorithms...",Data Scientist (Full Time) - United States,,60000.0
530,Acorns,"Irvine, CA",Data Scientist - Targeting | Acorns. Invent and fast iterate on novel solutions to challenging data related problems....,Data Scientist - Targeting,,60000.0
531,Hackers/Founders,"San Jose, CA","We are seeking talented data scientist with significant experience in AI. Experience with big data techniques (such as Hadoop, MapReduce, Spark)....",Data Scientist NLP/NLG at Up.IQ,,60000.0
532,Even,"Oakland, CA",You have spent at least three years working as a data scientist. A remarkably talented and supportive team of peers to help you grow as a data scientist....,Data scientist,,60000.0
533,Netflix,"Los Gatos, CA","As a senior data scientist, you will:. Proven track record of leveraging large amounts of data to solve real-world problems....",Senior Data Scientist - Machine Learning Research,,60000.0
534,PVM,"San Diego, CA",2+ years' experience of working as a Data Scientist or Data Analyst. Perform preprocessing of structured and unstructured data....,Data Scientist (Systems Engineer),,60000.0
535,Signifyd,"San Jose, CA",Data Scientist Risk Analytics. Writing or modifying data pipelines to process and mine historical data. Experience designing experiments and collecting data....,Data Scientist Risk Analytics,,60000.0
536,Stanford Health Care,"Palo Alto, CA 94305","The Clinical Data Scientist is a vital member of the CGS team. SCIENTIST, GENOMICS, CLINICAL GENOMICS, SF, SF BAY AREA, SAN FRANCISCO BAY AREA, GENETICS,...","Clinical Data Scientist, Genomics",,60000.0
537,Dex YP,"Santa Monica, CA","Knowledge of NoSQL and Big Data. Knowledge of NoSQL, Hadoop and Big Data in general. Location - Virtual – CA preferred, but open to anywhere in the US....",Senior Data Scientist,,60000.0
538,YuMe,"Redwood City, CA 94063",Join YuMe as a data scientist to be part of our efforts to build cutting edge digital advertising and marketing solutions....,Sr. Data Scientist,,60000.0
539,KIXEYE,"San Francisco, CA 94104 (Financial District area)",Understanding of data warehousing technology and data pipeline/ETL management and optimization. Help develop and build our collaborative data science platform....,Senior Data Scientist,,60000.0
540,Freenome,"South San Francisco, CA","As our Sr Data Scientist you’ll communicate scientific discovery with pharmaceutical companies, hospitals, and universities....",Senior Data Scientist,,60000.0
541,Lending Club,"San Francisco, CA 94105 (Financial District area)","Experience analyzing complex data and building statistical models (e.g., as a statistician or data scientist)....",Investor Analytics Manager,,60000.0
542,Nextdoor,"San Francisco, CA",We are looking for an experienced data scientist to join our rapidly growing monetization team. 7+ years of leadership experience applying data science to...,Ads Measurement Lead,,60000.0
543,PTP,"Gold River, CA",PTP is looking for a Data Scientist to join our Customer Experience practice. Analyze and extract key insights from rich stores of customer data....,Data Scientist - REMOTE,,60000.0
544,"Egnyte, Inc.","Mountain View, CA 94043","As our company continues to grow and we transition to a data driven organization, we’re looking for a Data Scientist to join our Data Science team....",Data Scientist,,60000.0
545,Netflix,"Los Gatos, CA","As a Senior Data Scientist working on product innovation, you will help Netflix to reach our next 100 million subscribers by leveraging vast data to perform...","Senior Data Scientist, Product Innovation",,60000.0
546,"Faraday Future, Inc.","Los Angeles, CA","Experience with Spark, Hadoop & Other big data tools. Use Stats, Machine Learning, Math and CS to help design the car and its sensors, gain insight into...",Data Scientist,,60000.0
547,Supercell,"San Francisco, CA 94104 (Financial District area)","You are adept at weaving compelling, thoughtful narratives from data. Bridge the gap from data and analysis to critical business decisions....",Data Scientist,,60000.0
548,"Trusted Insight, Inc.","San Francisco, CA","Generate new models to classify, homogenize and cluster social and financial data (structured and unstructured data)....",Data Scientist,,60000.0
549,DataRobot,"San Francisco, CA","As a Customer Facing Data Scientist, you will be part of the business development team, focusing on our technical collaboration with partners.... read more",Partners - Customer Facing Data Scientist,,60000.0
550,Scribd,"San Francisco, CA 94107 (South Of Market area)","About the Data Team. 3-5+ years of professional experience in data science. Become a domain expert in all aspects of the Scribd business, product, and data... read more",Data Scientist,,60000.0
551,sartorius,California,Sartorius - Principal Engineer/Principal Data Scientist (West Coast). We currently have an outstanding opportunity for a Principal Data Scientist.... read more,Principal Data Scientist,,60000.0
552,"TrueCar, Inc.","Santa Monica, CA","The Senior Data Scientist will work in a fast-paced environment, with diverse data sets and technologies to produce production quality, scalable, automated,... read more",Senior Data Scientist,,60000.0
553,Lattice Engines,"San Mateo, CA 94404","As a member of the data science team, the data scientist will work on groundbreaking R&D projects to leverage massive structured, unstructured, transactional... read more",Senior Data Scientist,,60000.0
554,"Faraday Future, Inc.","San Jose, CA",Familiarity with OpenDrive data format and and with HD maps - High-performance GPU programming - Programming experience with OpenGL - Prior work on high... read more,Senior Data Scientist - Traffic Scenarios and Simulation,,60000.0
555,Fitbit,"San Francisco, CA 94105 (Financial District area)","Mastery of programming and scientific computation (Python, R), data visualization (d3, shiny) and presenting data in a relatable way.... read more",Senior/Principal Data Scientist,,60000.0
556,Upwork,"San Francisco, CA",Senior Data Scientist. Upwork is hiring a Senior Data Scientist/Machine Learning Scientist to join our team!... read more,Senior Data Scientist (Machine Learning),,60000.0
557,ZestFinance,"Los Angeles, CA","Knowledge of data structures and parallelization. Experience with large scale data storage and analysis (e.g., Spark, MapReduce) is a plus.... read more",Sr. Assoc Machine Learning Modeler / Data Scientist,,60000.0
558,Becton Dickinson & Company,"San Diego, CA","Create tools and processes to download data, parse it for relevant content, and store it in existing data management systems....",Data Scientist,,60000.0
559,Fitbit,"San Francisco, CA 94105 (Financial District area)","Passion for data and data mining. Mine field data generated by Fitbit devices. Design, develop and build scripts to automate data processing....",Firmware Data Scientist,,60000.0
560,Sigmaways,"Palo Alto, CA","Unsupervised feature learning, streaming data analysis, temporal data analytics, multi-modal and heterogeneous data analysis....",Sr. Data Scientist,,60000.0
561,Coupang,"Mountain View, CA",The experimentation platform team at Coupang is looking for a Principal Data Scientist with a solid background in experimentation methodologies....,Sr. Principal Data Scientist (Experimentation Platform),,60000.0
562,The North Face,"Alameda, CA","Inspire, manage and develop the team's data scientist. Manage agencies to help drive digital data innovation....","VF Corporation: Director, Digital Analytics",,60000.0
563,Galvanize,"San Francisco, CA",Join us in building the world's hub for education in data science and data engineering. Our Data Science Instructors train technical professionals with...,"Lead Instructor, Principal Data Scientist",,60000.0
564,Quantifind,"Menlo Park, CA","At Quantifind, we look to integrate large amounts of data from diverse data sources (structured financial data or unstructured social data) to drive important...",Senior Data Scientist,,60000.0
565,Capella Space,"Palo Alto, CA","Capella is looking for an enthusiastic remote sensing data scientist with expertise in radar signal processing, electro-optical data analysis, machine learning...",Remote Sensing Scientist,,60000.0
566,USC,"Los Angeles, CA","An innovative data core provides sophisticated data and analytic support – including research programmers, a statistician, system administrator, and a data...","Elizabeth Garrett Chair in Health Policy, Economics, & Law",,60000.0
567,Becton Dickinson & Company,"San Diego, CA","Create tools and processes to download data, parse it for relevant content, and store it in existing data management systems....",Data Scientist,,60000.0
568,Fitbit,"San Francisco, CA 94105 (Financial District area)","Passion for data and data mining. Mine field data generated by Fitbit devices. Design, develop and build scripts to automate data processing....",Firmware Data Scientist,,60000.0
569,Sigmaways,"Palo Alto, CA","Unsupervised feature learning, streaming data analysis, temporal data analytics, multi-modal and heterogeneous data analysis....",Sr. Data Scientist,,60000.0
570,Coupang,"Mountain View, CA",The experimentation platform team at Coupang is looking for a Principal Data Scientist with a solid background in experimentation methodologies....,Sr. Principal Data Scientist (Experimentation Platform),,60000.0
571,The North Face,"Alameda, CA","Inspire, manage and develop the team's data scientist. Manage agencies to help drive digital data innovation....","VF Corporation: Director, Digital Analytics",,60000.0
572,Galvanize,"San Francisco, CA",Join us in building the world's hub for education in data science and data engineering. Our Data Science Instructors train technical professionals with...,"Lead Instructor, Principal Data Scientist",,60000.0
573,Quantifind,"Menlo Park, CA","At Quantifind, we look to integrate large amounts of data from diverse data sources (structured financial data or unstructured social data) to drive important...",Senior Data Scientist,,60000.0
574,Capella Space,"Palo Alto, CA","Capella is looking for an enthusiastic remote sensing data scientist with expertise in radar signal processing, electro-optical data analysis, machine learning...",Remote Sensing Scientist,,60000.0
575,USC,"Los Angeles, CA","An innovative data core provides sophisticated data and analytic support – including research programmers, a statistician, system administrator, and a data...","Elizabeth Garrett Chair in Health Policy, Economics, & Law",,60000.0
576,Becton Dickinson & Company,"San Diego, CA","Create tools and processes to download data, parse it for relevant content, and store it in existing data management systems....",Data Scientist,,60000.0
577,Fitbit,"San Francisco, CA 94105 (Financial District area)","Passion for data and data mining. Mine field data generated by Fitbit devices. Design, develop and build scripts to automate data processing....",Firmware Data Scientist,,60000.0
578,Sigmaways,"Palo Alto, CA","Unsupervised feature learning, streaming data analysis, temporal data analytics, multi-modal and heterogeneous data analysis....",Sr. Data Scientist,,60000.0
579,Coupang,"Mountain View, CA",The experimentation platform team at Coupang is looking for a Principal Data Scientist with a solid background in experimentation methodologies....,Sr. Principal Data Scientist (Experimentation Platform),,60000.0
580,The North Face,"Alameda, CA","Inspire, manage and develop the team's data scientist. Manage agencies to help drive digital data innovation....","VF Corporation: Director, Digital Analytics",,60000.0
581,Galvanize,"San Francisco, CA",Join us in building the world's hub for education in data science and data engineering. Our Data Science Instructors train technical professionals with...,"Lead Instructor, Principal Data Scientist",,60000.0
582,Quantifind,"Menlo Park, CA","At Quantifind, we look to integrate large amounts of data from diverse data sources (structured financial data or unstructured social data) to drive important...",Senior Data Scientist,,60000.0
583,Capella Space,"Palo Alto, CA","Capella is looking for an enthusiastic remote sensing data scientist with expertise in radar signal processing, electro-optical data analysis, machine learning...",Remote Sensing Scientist,,60000.0
584,USC,"Los Angeles, CA","An innovative data core provides sophisticated data and analytic support – including research programmers, a statistician, system administrator, and a data...","Elizabeth Garrett Chair in Health Policy, Economics, & Law",,60000.0
585,Becton Dickinson & Company,"San Diego, CA","Create tools and processes to download data, parse it for relevant content, and store it in existing data management systems....",Data Scientist,,60000.0
586,Fitbit,"San Francisco, CA 94105 (Financial District area)","Passion for data and data mining. Mine field data generated by Fitbit devices. Design, develop and build scripts to automate data processing....",Firmware Data Scientist,,60000.0
587,Sigmaways,"Palo Alto, CA","Unsupervised feature learning, streaming data analysis, temporal data analytics, multi-modal and heterogeneous data analysis....",Sr. Data Scientist,,60000.0
588,Coupang,"Mountain View, CA",The experimentation platform team at Coupang is looking for a Principal Data Scientist with a solid background in experimentation methodologies....,Sr. Principal Data Scientist (Experimentation Platform),,60000.0
589,The North Face,"Alameda, CA","Inspire, manage and develop the team's data scientist. Manage agencies to help drive digital data innovation....","VF Corporation: Director, Digital Analytics",,60000.0
590,Galvanize,"San Francisco, CA",Join us in building the world's hub for education in data science and data engineering. Our Data Science Instructors train technical professionals with...,"Lead Instructor, Principal Data Scientist",,60000.0
591,Quantifind,"Menlo Park, CA","At Quantifind, we look to integrate large amounts of data from diverse data sources (structured financial data or unstructured social data) to drive important...",Senior Data Scientist,,60000.0
592,Capella Space,"Palo Alto, CA","Capella is looking for an enthusiastic remote sensing data scientist with expertise in radar signal processing, electro-optical data analysis, machine learning...",Remote Sensing Scientist,,60000.0
593,USC,"Los Angeles, CA","An innovative data core provides sophisticated data and analytic support – including research programmers, a statistician, system administrator, and a data...","Elizabeth Garrett Chair in Health Policy, Economics, & Law",,60000.0
594,Becton Dickinson & Company,"San Diego, CA","Create tools and processes to download data, parse it for relevant content, and store it in existing data management systems....",Data Scientist,,60000.0
595,Fitbit,"San Francisco, CA 94105 (Financial District area)","Passion for data and data mining. Mine field data generated by Fitbit devices. Design, develop and build scripts to automate data processing....",Firmware Data Scientist,,60000.0
596,Sigmaways,"Palo Alto, CA","Unsupervised feature learning, streaming data analysis, temporal data analytics, multi-modal and heterogeneous data analysis....",Sr. Data Scientist,,60000.0
597,Coupang,"Mountain View, CA",The experimentation platform team at Coupang is looking for a Principal Data Scientist with a solid background in experimentation methodologies....,Sr. Principal Data Scientist (Experimentation Platform),,60000.0
598,The North Face,"Alameda, CA","Inspire, manage and develop the team's data scientist. Manage agencies to help drive digital data innovation....","VF Corporation: Director, Digital Analytics",,60000.0
599,Galvanize,"San Francisco, CA",Join us in building the world's hub for education in data science and data engineering. Our Data Science Instructors train technical professionals with...,"Lead Instructor, Principal Data Scientist",,60000.0
600,Quantifind,"Menlo Park, CA","At Quantifind, we look to integrate large amounts of data from diverse data sources (structured financial data or unstructured social data) to drive important...",Senior Data Scientist,,60000.0
601,Capella Space,"Palo Alto, CA","Capella is looking for an enthusiastic remote sensing data scientist with expertise in radar signal processing, electro-optical data analysis, machine learning...",Remote Sensing Scientist,,60000.0
602,USC,"Los Angeles, CA","An innovative data core provides sophisticated data and analytic support – including research programmers, a statistician, system administrator, and a data...","Elizabeth Garrett Chair in Health Policy, Economics, & Law",,60000.0
603,Becton Dickinson & Company,"San Diego, CA","Create tools and processes to download data, parse it for relevant content, and store it in existing data management systems....",Data Scientist,,60000.0
604,Fitbit,"San Francisco, CA 94105 (Financial District area)","Passion for data and data mining. Mine field data generated by Fitbit devices. Design, develop and build scripts to automate data processing....",Firmware Data Scientist,,60000.0
605,Sigmaways,"Palo Alto, CA","Unsupervised feature learning, streaming data analysis, temporal data analytics, multi-modal and heterogeneous data analysis....",Sr. Data Scientist,,60000.0
606,Coupang,"Mountain View, CA",The experimentation platform team at Coupang is looking for a Principal Data Scientist with a solid background in experimentation methodologies....,Sr. Principal Data Scientist (Experimentation Platform),,60000.0
607,The North Face,"Alameda, CA","Inspire, manage and develop the team's data scientist. Manage agencies to help drive digital data innovation....","VF Corporation: Director, Digital Analytics",,60000.0
608,Galvanize,"San Francisco, CA",Join us in building the world's hub for education in data science and data engineering. Our Data Science Instructors train technical professionals with...,"Lead Instructor, Principal Data Scientist",,60000.0
609,Quantifind,"Menlo Park, CA","At Quantifind, we look to integrate large amounts of data from diverse data sources (structured financial data or unstructured social data) to drive important...",Senior Data Scientist,,60000.0
610,Capella Space,"Palo Alto, CA","Capella is looking for an enthusiastic remote sensing data scientist with expertise in radar signal processing, electro-optical data analysis, machine learning...",Remote Sensing Scientist,,60000.0
611,USC,"Los Angeles, CA","An innovative data core provides sophisticated data and analytic support – including research programmers, a statistician, system administrator, and a data...","Elizabeth Garrett Chair in Health Policy, Economics, & Law",,60000.0
612,Becton Dickinson & Company,"San Diego, CA","Create tools and processes to download data, parse it for relevant content, and store it in existing data management systems....",Data Scientist,,60000.0
613,Fitbit,"San Francisco, CA 94105 (Financial District area)","Passion for data and data mining. Mine field data generated by Fitbit devices. Design, develop and build scripts to automate data processing....",Firmware Data Scientist,,60000.0
614,Sigmaways,"Palo Alto, CA","Unsupervised feature learning, streaming data analysis, temporal data analytics, multi-modal and heterogeneous data analysis....",Sr. Data Scientist,,60000.0
615,Coupang,"Mountain View, CA",The experimentation platform team at Coupang is looking for a Principal Data Scientist with a solid background in experimentation methodologies....,Sr. Principal Data Scientist (Experimentation Platform),,60000.0
616,The North Face,"Alameda, CA","Inspire, manage and develop the team's data scientist. Manage agencies to help drive digital data innovation....","VF Corporation: Director, Digital Analytics",,60000.0
617,Galvanize,"San Francisco, CA",Join us in building the world's hub for education in data science and data engineering. Our Data Science Instructors train technical professionals with...,"Lead Instructor, Principal Data Scientist",,60000.0
618,Quantifind,"Menlo Park, CA","At Quantifind, we look to integrate large amounts of data from diverse data sources (structured financial data or unstructured social data) to drive important...",Senior Data Scientist,,60000.0
619,Capella Space,"Palo Alto, CA","Capella is looking for an enthusiastic remote sensing data scientist with expertise in radar signal processing, electro-optical data analysis, machine learning...",Remote Sensing Scientist,,60000.0
620,USC,"Los Angeles, CA","An innovative data core provides sophisticated data and analytic support – including research programmers, a statistician, system administrator, and a data...","Elizabeth Garrett Chair in Health Policy, Economics, & Law",,60000.0
621,Becton Dickinson & Company,"San Diego, CA","Create tools and processes to download data, parse it for relevant content, and store it in existing data management systems....",Data Scientist,,60000.0
622,Fitbit,"San Francisco, CA 94105 (Financial District area)","Passion for data and data mining. Mine field data generated by Fitbit devices. Design, develop and build scripts to automate data processing....",Firmware Data Scientist,,60000.0
623,Sigmaways,"Palo Alto, CA","Unsupervised feature learning, streaming data analysis, temporal data analytics, multi-modal and heterogeneous data analysis....",Sr. Data Scientist,,60000.0
624,Coupang,"Mountain View, CA",The experimentation platform team at Coupang is looking for a Principal Data Scientist with a solid background in experimentation methodologies....,Sr. Principal Data Scientist (Experimentation Platform),,60000.0
625,The North Face,"Alameda, CA","Inspire, manage and develop the team's data scientist. Manage agencies to help drive digital data innovation....","VF Corporation: Director, Digital Analytics",,60000.0
626,Galvanize,"San Francisco, CA",Join us in building the world's hub for education in data science and data engineering. Our Data Science Instructors train technical professionals with...,"Lead Instructor, Principal Data Scientist",,60000.0
627,Quantifind,"Menlo Park, CA","At Quantifind, we look to integrate large amounts of data from diverse data sources (structured financial data or unstructured social data) to drive important...",Senior Data Scientist,,60000.0
628,Capella Space,"Palo Alto, CA","Capella is looking for an enthusiastic remote sensing data scientist with expertise in radar signal processing, electro-optical data analysis, machine learning...",Remote Sensing Scientist,,60000.0
629,USC,"Los Angeles, CA","An innovative data core provides sophisticated data and analytic support – including research programmers, a statistician, system administrator, and a data...","Elizabeth Garrett Chair in Health Policy, Economics, & Law",,60000.0
630,ZestFinance,"Los Angeles, CA","Knowledge of data structures and parallelization. Experience with large scale data storage and analysis (e.g., Spark, MapReduce) is a plus.... read more",Sr. Assoc Machine Learning Modeler / Data Scientist,,60000.0
631,eero,"San Francisco, CA","Data powers the future of eero. As a Data Scientist at eero, you will participate in product development by bringing analytical and statistical expertise to... read more",Data Scientist,,60000.0
632,Becton Dickinson & Company,"San Diego, CA","Create tools and processes to download data, parse it for relevant content, and store it in existing data management systems.... read more",Data Scientist,,60000.0
633,Fitbit,"San Francisco, CA 94105 (Financial District area)","Passion for data and data mining. Mine field data generated by Fitbit devices. Design, develop and build scripts to automate data processing.... read more",Firmware Data Scientist,,60000.0
634,Sigmaways,"Palo Alto, CA","Unsupervised feature learning, streaming data analysis, temporal data analytics, multi-modal and heterogeneous data analysis.... read more",Sr. Data Scientist,,60000.0
635,The North Face,"Alameda, CA","Inspire, manage and develop the team's data scientist. Manage agencies to help drive digital data innovation.... read more","VF Corporation: Director, Digital Analytics",,60000.0
636,Galvanize,"San Francisco, CA",Join us in building the world's hub for education in data science and data engineering. Our Data Science Instructors train technical professionals with... read more,"Lead Instructor, Principal Data Scientist",,60000.0
637,Capella Space,"Palo Alto, CA","Capella is looking for an enthusiastic remote sensing data scientist with expertise in radar signal processing, electro-optical data analysis, machine learning... read more",Remote Sensing Scientist,,60000.0
638,USC,"Los Angeles, CA","An innovative data core provides sophisticated data and analytic support – including research programmers, a statistician, system administrator, and a data... read more","Elizabeth Garrett Chair in Health Policy, Economics, & Law",,60000.0
639,Becton Dickinson & Company,"San Diego, CA","Create tools and processes to download data, parse it for relevant content, and store it in existing data management systems....",Data Scientist,,60000.0
640,Fitbit,"San Francisco, CA 94105 (Financial District area)","Passion for data and data mining. Mine field data generated by Fitbit devices. Design, develop and build scripts to automate data processing....",Firmware Data Scientist,,60000.0
641,Sigmaways,"Palo Alto, CA","Unsupervised feature learning, streaming data analysis, temporal data analytics, multi-modal and heterogeneous data analysis....",Sr. Data Scientist,,60000.0
642,Coupang,"Mountain View, CA",The experimentation platform team at Coupang is looking for a Principal Data Scientist with a solid background in experimentation methodologies....,Sr. Principal Data Scientist (Experimentation Platform),,60000.0
643,The North Face,"Alameda, CA","Inspire, manage and develop the team's data scientist. Manage agencies to help drive digital data innovation....","VF Corporation: Director, Digital Analytics",,60000.0
644,Galvanize,"San Francisco, CA",Join us in building the world's hub for education in data science and data engineering. Our Data Science Instructors train technical professionals with...,"Lead Instructor, Principal Data Scientist",,60000.0
645,Quantifind,"Menlo Park, CA","At Quantifind, we look to integrate large amounts of data from diverse data sources (structured financial data or unstructured social data) to drive important...",Senior Data Scientist,,60000.0
646,Capella Space,"Palo Alto, CA","Capella is looking for an enthusiastic remote sensing data scientist with expertise in radar signal processing, electro-optical data analysis, machine learning...",Remote Sensing Scientist,,60000.0
647,USC,"Los Angeles, CA","An innovative data core provides sophisticated data and analytic support – including research programmers, a statistician, system administrator, and a data...","Elizabeth Garrett Chair in Health Policy, Economics, & Law",,60000.0
648,Becton Dickinson & Company,"San Diego, CA","Create tools and processes to download data, parse it for relevant content, and store it in existing data management systems....",Data Scientist,,60000.0
649,Fitbit,"San Francisco, CA 94105 (Financial District area)","Passion for data and data mining. Mine field data generated by Fitbit devices. Design, develop and build scripts to automate data processing....",Firmware Data Scientist,,60000.0
650,Sigmaways,"Palo Alto, CA","Unsupervised feature learning, streaming data analysis, temporal data analytics, multi-modal and heterogeneous data analysis....",Sr. Data Scientist,,60000.0
651,Coupang,"Mountain View, CA",The experimentation platform team at Coupang is looking for a Principal Data Scientist with a solid background in experimentation methodologies....,Sr. Principal Data Scientist (Experimentation Platform),,60000.0
652,The North Face,"Alameda, CA","Inspire, manage and develop the team's data scientist. Manage agencies to help drive digital data innovation....","VF Corporation: Director, Digital Analytics",,60000.0
653,Galvanize,"San Francisco, CA",Join us in building the world's hub for education in data science and data engineering. Our Data Science Instructors train technical professionals with...,"Lead Instructor, Principal Data Scientist",,60000.0
654,Quantifind,"Menlo Park, CA","At Quantifind, we look to integrate large amounts of data from diverse data sources (structured financial data or unstructured social data) to drive important...",Senior Data Scientist,,60000.0
655,Capella Space,"Palo Alto, CA","Capella is looking for an enthusiastic remote sensing data scientist with expertise in radar signal processing, electro-optical data analysis, machine learning...",Remote Sensing Scientist,,60000.0
656,USC,"Los Angeles, CA","An innovative data core provides sophisticated data and analytic support – including research programmers, a statistician, system administrator, and a data...","Elizabeth Garrett Chair in Health Policy, Economics, & Law",,60000.0
657,Becton Dickinson & Company,"San Diego, CA","Create tools and processes to download data, parse it for relevant content, and store it in existing data management systems....",Data Scientist,,60000.0
658,Fitbit,"San Francisco, CA 94105 (Financial District area)","Passion for data and data mining. Mine field data generated by Fitbit devices. Design, develop and build scripts to automate data processing....",Firmware Data Scientist,,60000.0
659,Sigmaways,"Palo Alto, CA","Unsupervised feature learning, streaming data analysis, temporal data analytics, multi-modal and heterogeneous data analysis....",Sr. Data Scientist,,60000.0
660,Coupang,"Mountain View, CA",The experimentation platform team at Coupang is looking for a Principal Data Scientist with a solid background in experimentation methodologies....,Sr. Principal Data Scientist (Experimentation Platform),,60000.0
661,The North Face,"Alameda, CA","Inspire, manage and develop the team's data scientist. Manage agencies to help drive digital data innovation....","VF Corporation: Director, Digital Analytics",,60000.0
662,Galvanize,"San Francisco, CA",Join us in building the world's hub for education in data science and data engineering. Our Data Science Instructors train technical professionals with...,"Lead Instructor, Principal Data Scientist",,60000.0
663,Quantifind,"Menlo Park, CA","At Quantifind, we look to integrate large amounts of data from diverse data sources (structured financial data or unstructured social data) to drive important...",Senior Data Scientist,,60000.0
664,Capella Space,"Palo Alto, CA","Capella is looking for an enthusiastic remote sensing data scientist with expertise in radar signal processing, electro-optical data analysis, machine learning...",Remote Sensing Scientist,,60000.0
665,USC,"Los Angeles, CA","An innovative data core provides sophisticated data and analytic support – including research programmers, a statistician, system administrator, and a data...","Elizabeth Garrett Chair in Health Policy, Economics, & Law",,60000.0
666,Becton Dickinson & Company,"San Diego, CA","Create tools and processes to download data, parse it for relevant content, and store it in existing data management systems....",Data Scientist,,60000.0
667,Fitbit,"San Francisco, CA 94105 (Financial District area)","Passion for data and data mining. Mine field data generated by Fitbit devices. Design, develop and build scripts to automate data processing....",Firmware Data Scientist,,60000.0
668,Sigmaways,"Palo Alto, CA","Unsupervised feature learning, streaming data analysis, temporal data analytics, multi-modal and heterogeneous data analysis....",Sr. Data Scientist,,60000.0
669,Coupang,"Mountain View, CA",The experimentation platform team at Coupang is looking for a Principal Data Scientist with a solid background in experimentation methodologies....,Sr. Principal Data Scientist (Experimentation Platform),,60000.0
670,The North Face,"Alameda, CA","Inspire, manage and develop the team's data scientist. Manage agencies to help drive digital data innovation....","VF Corporation: Director, Digital Analytics",,60000.0
671,Galvanize,"San Francisco, CA",Join us in building the world's hub for education in data science and data engineering. Our Data Science Instructors train technical professionals with...,"Lead Instructor, Principal Data Scientist",,60000.0
672,Quantifind,"Menlo Park, CA","At Quantifind, we look to integrate large amounts of data from diverse data sources (structured financial data or unstructured social data) to drive important...",Senior Data Scientist,,60000.0
